REPORT NUMBER,DATE,TIME,OFFENSE,ADDRESS
201603700,5/3/2016,2017,FRAUD-ILLEGAL USE CREDIT CARD/ATM,6100 BLK JEFFERSON AVE
201603702,5/3/2016,2021,FRAUD-ILLEGAL USE CREDIT CARD/ATM,9900 BLK JEFFERSON AVE
201653339,5/3/2016,2040,LARCENY,12100 BLK JEFFERSON AVE
201603704,5/3/2016,2048,LEAVING THE SCENE,BLAND BLVD / CAMPBELL RD
201653343,5/3/2016,2049,SIMPLE ASSAULT,900 BLK DAPHIA CIR
201653333,5/3/2016,2112,DRUG/NARCOTICS OFFENSES,3300 BLK ROANOKE AVE
201603705,5/3/2016,2138,NEGLECT CHILD,0 BLK LENORA DR
201653347,5/3/2016,2140,AGGRAVATED ASSAULT,100 BLK MELVILLE DR
201653344,5/3/2016,2146,JUVENILE - RUNAWAY,1000 BLK 24TH ST
201653346,5/3/2016,2240,OVERDOSE,600 BLK ELLEN RD
201603736,5/4/2016,0001,CURFEW,28TH ST / ROANOKE AVE
201653349,5/4/2016,0013,DAMAGE PROPERTY,11100 BLK TARRYTOWN CT
201653351,5/4/2016,0030,SIMPLE ASSAULT,400 BLK LESTER RD
201653352,5/4/2016,0100,SIMPLE ASSAULT,300 BLK BEECHMONT DR
201653352,5/4/2016,0100,VEHICLE THEFT,300 BLK BEECHMONT DR
201603706,5/4/2016,0113,SHOPLIFTING,700 BLK J CLYDE MORRIS BLVD
201653348,5/4/2016,0124,LEAVING THE SCENE,JEFFERSON AVE / LOFTIS BLVD
201653350,5/4/2016,0150,JUVENILE - RUNAWAY,2200 BLK CHESTNUT AVE
201653353,5/4/2016,0224,INTIMIDATION,300 BLK BEECHMONT DR
201604331,5/4/2016,0431,TAMPERING WITH AUTO,1300 BLK WOODBRIDGE DR
201604269,5/4/2016,0431,TAMPERING WITH AUTO,1000 BLK WOODBRIDGE DR
201604268,5/4/2016,0431,TAMPERING WITH AUTO,1100 BLK WOODBRIDGE DR
201604267,5/4/2016,0431,TAMPERING WITH AUTO,1100 BLK WOODBRIDGE DR
201604330,5/4/2016,0431,DAMAGE PROPERTY,1200 BLK WOODBRIDGE DR
201604330,5/4/2016,0431,TAMPERING WITH AUTO,1200 BLK WOODBRIDGE DR
201604330,5/4/2016,0431,THEFT FROM VEHICLE,1200 BLK WOODBRIDGE DR
201603707,5/4/2016,0431,THEFT FROM VEHICLE,1100 BLK WOODBRIDGE DR
201603707,5/4/2016,0431,TAMPERING WITH AUTO,1100 BLK WOODBRIDGE DR
201603708,5/4/2016,0454,VEHICLE THEFT,500 BLK HOLLINS CT
201603717,5/4/2016,0506,FRAUD-ILLEGAL USE CREDIT CARD/ATM,200 BLK FIELD STONE LN
201603709,5/4/2016,0602,THEFT FROM VEHICLE,500 BLK HOLLINS CT
201603710,5/4/2016,0610,THEFT FROM VEHICLE,1600 BLK WOODBRIDGE DR
201603711,5/4/2016,0623,THEFT FROM VEHICLE,2900 BLK WOODBRIDGE DR
201603712,5/4/2016,0632,THEFT FROM VEHICLE,1700 BLK WOODBRIDGE DR
201603713,5/4/2016,0727,LEAVING THE SCENE,200 BLK ALBERTA DR
201653355,5/4/2016,0729,BURGLARY/B & E,500 BLK LIVE OAK LN
201603714,5/4/2016,0758,SIMPLE ASSAULT,0 BLK COPELAND LN
201603715,5/4/2016,0829,TAMPERING WITH AUTO,2500 BLK WOODBRIDGE DR
201653357,5/4/2016,0850,SIMPLE ASSAULT,BRIARFIELD RD / JEFFERSON AVE
201653357,5/4/2016,0850,DAMAGE PROPERTY,BRIARFIELD RD / JEFFERSON AVE
201653360,5/4/2016,1039,DRUG/NARCOTICS OFFENSES,200 BLK MENCHVILLE RD
201653362,5/4/2016,1102,JUVENILE - RUNAWAY,9700 BLK JEFFERSON AVE
201603718,5/4/2016,1114,THEFT PARTS FROM VEHICLE,0 BLK 30TH ST
201653361,5/4/2016,1120,DRUG/NARCOTICS OFFENSES,500 BLK J CLYDE MORRIS BLVD
201653361,5/4/2016,1120,LARCENY,500 BLK J CLYDE MORRIS BLVD
201653363,5/4/2016,1205,SIMPLE ASSAULT,3300 BLK JEFFERSON AVE
201653359,5/4/2016,1220,SIMPLE ASSAULT,5900 BLK MARSHALL AVE
201603719,5/4/2016,1227,THEFT FROM VEHICLE,100 BLK PLEASANT CT
201603720,5/4/2016,1241,OBSCENE MATERIAL/PORNOGRAPHY,300 BLK CHATHAM DR
201603721,5/4/2016,1308,FORGERY/COUNTERFEITING,15400 BLK WARWICK BLVD
201653364,5/4/2016,1330,HIT AND RUN,74TH ST / MARSHALL AVE
201603722,5/4/2016,1352,THEFT FROM VEHICLE,0 BLK HOPKINS ST
201653365,5/4/2016,1404,INTIMIDATION,300 BLK DEPUTY LN
201603723,5/4/2016,1502,FRAUD/FALSE PRETENSES/SWINDLE,900 BLK SUMTER DR
201653368,5/4/2016,1527,DECEASED PERSON,400 BLK GOOSE CIR
201603724,5/4/2016,1541,DAMAGE PROPERTY,500 BLK HARDWOOD TRL
201653367,5/4/2016,1546,LARCENY,12300 BLK JEFFERSON AVE
201603725,5/4/2016,1706,VEHICLE THEFT,700 BLK 16TH ST
201603733,5/4/2016,1742,DRUG/NARCOTICS OFFENSES,0 BLK RICHLAND DR
201653372,5/4/2016,1747,THEFT FROM BUILDING,2100 BLK JEFFERSON AVE
201603726,5/4/2016,1803,VEHICLE THEFT,12900 BLK JEFFERSON AVE
201653369,5/4/2016,1812,DRUG/NARCOTICS OFFENSES,IVY FARMS RD / JEFFERSON AVE
201653370,5/4/2016,1823,JUVENILE - RUNAWAY,1000 BLK 24TH ST
201653373,5/4/2016,1835,DRUG/NARCOTICS OFFENSES,0 BLK RICHLAND DR
201603727,5/4/2016,1846,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12700 BLK JEFFERSON AVE
201653374,5/4/2016,1853,SIMPLE ASSAULT,400 BLK MANOR RD
201653375,5/4/2016,1903,DAMAGE PROPERTY,900 BLK CHERRY CREEK DR
201653376,5/4/2016,1912,DRUG/NARCOTICS OFFENSES,1100 BLK 34TH ST
201603728,5/4/2016,1919,FRAUD-ILLEGAL USE CREDIT CARD/ATM,14800 BLK WARWICK BLVD
201603729,5/4/2016,1923,FRAUD-ILLEGAL USE CREDIT CARD/ATM,300 BLK BEECHMONT DR
201603731,5/4/2016,1940,ANNOYING PHONE CALLS,400 BLK STALLINGS CT
201653378,5/4/2016,1950,SIMPLE ASSAULT,300 BLK FRANCISCO WAY
201603732,5/4/2016,2047,LEAVING THE SCENE,200 BLK ALBERTA DR
201603734,5/4/2016,2137,THEFT FROM VEHICLE,100 BLK PLEASANT CT
201653379,5/4/2016,2225,ROBBERY,4400 BLK BAUGHMAN CT
201653379,5/4/2016,2225,WEAPON OFFENSE,4400 BLK BAUGHMAN CT
201603735,5/4/2016,2229,FRAUD-ILLEGAL USE CREDIT CARD/ATM,400 BLK DENBIGH BLVD
201653381,5/4/2016,2317,DECEASED PERSON,600 BLK LIVE OAK LN
201653366,5/4/2016,2320,TAMPERING WITH AUTO,3500 BLK MADISON AVE
201653380,5/5/2016,0012,BURGLARY/B & E,300 BLK HEARTHSTONE WAY
201653380,5/5/2016,0012,SIMPLE ASSAULT,300 BLK HEARTHSTONE WAY
201653382,5/5/2016,0105,SIMPLE ASSAULT,200 BLK CAMERON DR
201653383,5/5/2016,0322,JUVENILE - RUNAWAY,0 BLK JEFFERYS DR
201653384,5/5/2016,0615,WEAPON OFFENSE,11000 BLK JEFFERSON AVE
201603738,5/5/2016,0808,SIMPLE ASSAULT,400 BLK ATKINSON WAY
201653385,5/5/2016,0821,DAMAGE PROPERTY,600 BLK STERLING ST
201653387,5/5/2016,1032,FORGERY/COUNTERFEITING,12100 BLK JEFFERSON AVE
201603741,5/5/2016,1116,FRAUD - IMPERSONATE,900 BLK EDGEWATER DR
201603742,5/5/2016,1128,LEAVING THE SCENE,200 BLK ARTHUR WAY
201603743,5/5/2016,1256,SIMPLE ASSAULT,6100 BLK JEFFERSON AVE
201603744,5/5/2016,1315,VEHICLE THEFT,500 BLK J CLYDE MORRIS BLVD
201603746,5/5/2016,1317,LARCENY,500 BLK MCLAWHORNE DR
201603747,5/5/2016,1321,ANNOYING PHONE CALLS,600 BLK DRESDEN DR
201603748,5/5/2016,1324,SIMPLE ASSAULT,100 BLK BARCLAY RD
201603749,5/5/2016,1357,FRAUD-ILLEGAL USE CREDIT CARD/ATM,300 BLK CHATHAM DR
201603750,5/5/2016,1423,TAMPERING WITH AUTO,300 BLK KASS CT
201603751,5/5/2016,1432,FRAUD-ILLEGAL USE CREDIT CARD/ATM,400 BLK DENBIGH BLVD
201603752,5/5/2016,1433,THEFT FROM VEHICLE,800 BLK PALACE CT
201603753,5/5/2016,1443,THEFT FROM VEHICLE,100 BLK MOTOKA DR
201603754,5/5/2016,1447,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12300 BLK JEFFERSON AVE
201653389,5/5/2016,1452,SIMPLE ASSAULT,500 BLK LOGAN PL
201603755,5/5/2016,1516,SUICIDE,500 BLK PURLIEU DR
201603756,5/5/2016,1529,THEFT FROM VEHICLE,5000 BLK MERCURY BLVD
201603757,5/5/2016,1610,FORGERY/COUNTERFEITING,0 BLK WHITES LN
201653390,5/5/2016,1616,SIMPLE ASSAULT,700 BLK PENINSULA DR
201653391,5/5/2016,1635,JUVENILE - RUNAWAY,3400 BLK ORCUTT AVE
201653411,5/5/2016,1643,DRUG/NARCOTICS OFFENSES,200 BLK ROTUNDA CIR
201653411,5/5/2016,1643,WEAPON OFFENSE,200 BLK ROTUNDA CIR
201603758,5/5/2016,1650,THEFT FROM VEHICLE,0 BLK JEFFERYS DR
201653392,5/5/2016,1658,DAMAGE PROPERTY,0 BLK MOBILE PL
201653393,5/5/2016,1732,NEGLECT CHILD,15400 BLK WARWICK BLVD
201603759,5/5/2016,1817,LARCENY,0 BLK LENORA DR
201653394,5/5/2016,1908,SIMPLE ASSAULT,500 BLK LOGAN PL
201653397,5/5/2016,1910,ANNOYING PHONE CALLS,100 BLK BLAIR AVE
201653395,5/5/2016,1937,JUVENILE - RUNAWAY,1200 BLK 25TH ST
201603761,5/5/2016,1937,SHOPLIFTING,400 BLK ORIANA RD
201653398,5/5/2016,2002,SIMPLE ASSAULT,200 BLK CRANE CIR
201653399,5/5/2016,2035,INTIMIDATION,CASTLE DR / WINDSOR CT
201653399,5/5/2016,2035,WEAPON OFFENSE,CASTLE DR / WINDSOR CT
201653401,5/5/2016,2046,SIMPLE ASSAULT,1300 BLK 23RD ST
201603762,5/5/2016,2048,LEAVING THE SCENE,12000 BLK JEFFERSON AVE
201653403,5/5/2016,2105,WEAPON OFFENSE,1500 BLK WINTHROPE DR
201653403,5/5/2016,2105,DAMAGE PROPERTY,1500 BLK WINTHROPE DR
201653402,5/5/2016,2119,SIMPLE ASSAULT,12800 BLK JEFFERSON AVE
201653405,5/5/2016,2128,SIMPLE ASSAULT,100 BLK ALLISON RD
201653404,5/5/2016,2138,SUICIDE,100 BLK GULFSTREAM DR
201653407,5/5/2016,2239,JUVENILE - RUNAWAY,100 BLK HIGHLANDS PKWY
201653406,5/5/2016,2300,HIT AND RUN,CITY CENTER BLVD / JEFFERSON AVE
201653408,5/5/2016,2313,SIMPLE ASSAULT,1100 BLK 24TH ST
201653409,5/5/2016,2319,LEAVING THE SCENE,CAMPBELL RD / WARWICK BLVD
201653410,5/5/2016,2337,WEAPON OFFENSE,13200 BLK AQUEDUCT DR
201603765,5/5/2016,2350,VEHICLE THEFT,700 BLK MARINERS ROW
201603766,5/6/2016,0257,THEFT FROM VEHICLE,100 BLK PELICAN CV
201653412,5/6/2016,0336,DRUG/NARCOTICS OFFENSES,200 BLK 25TH ST
201653413,5/6/2016,0510,HIT AND RUN,12600 BLK JEFFERSON AVE
201603767,5/6/2016,0654,TAMPERING WITH AUTO,500 BLK CARTER CT
201603768,5/6/2016,0707,TAMPERING WITH AUTO,100 BLK OSPREY WAY
201603769,5/6/2016,0720,TAMPERING WITH AUTO,500 BLK CARTER CT
201603769,5/6/2016,0720,THEFT FROM VEHICLE,500 BLK CARTER CT
201653415,5/6/2016,0721,DECEASED PERSON,100 BLK TREELAND CT
201653416,5/6/2016,0732,DRUG EQUIPMENT - POSSESS,900 BLK J CLYDE MORRIS BLVD
201603770,5/6/2016,0746,VEHICLE THEFT,6200 BLK HILMAR PL
201603771,5/6/2016,0828,THEFT FROM VEHICLE,200 BLK ABBITT LN
201603910,5/6/2016,0830,SIMPLE ASSAULT,300 BLK 25TH ST
201603772,5/6/2016,0900,THEFT FROM VEHICLE,0 BLK BUXTON AVE
201653414,5/6/2016,0906,LARCENY,5700 BLK MARSHALL AVE
201603773,5/6/2016,0907,TAMPERING WITH AUTO,100 BLK PELICAN CV
201603775,5/6/2016,1048,FRAUD - IMPERSONATE,3300 BLK WEST AVE
201653422,5/6/2016,1102,TRESPASSING,400 BLK THORNCLIFF DR
201653422,5/6/2016,1102,TAMPERING WITH AUTO,400 BLK THORNCLIFF DR
201653422,5/6/2016,1102,FRAUD - IMPERSONATE,400 BLK THORNCLIFF DR
201653422,5/6/2016,1102,DRUG/NARCOTICS OFFENSES,400 BLK THORNCLIFF DR
201603776,5/6/2016,1107,LARCENY,13400 BLK WOODSIDE LN
201603777,5/6/2016,1131,THEFT FROM BUILDING,5200 BLK FAIRFAX AVE
201603778,5/6/2016,1138,FRAUD - IMPERSONATE,17400 BLK WARWICK BLVD
201653423,5/6/2016,1151,DECEASED PERSON,700 BLK ROCK CREST CT
201653417,5/6/2016,1200,DRUG/NARCOTICS OFFENSES,2100 BLK MARSHALL AVE
201603779,5/6/2016,1204,CPS REFERRAL,600 BLK 21ST ST
201603780,5/6/2016,1210,INTIMIDATION,500 BLK ADAMS DR
201653418,5/6/2016,1212,SIMPLE ASSAULT,300 BLK DEPUTY LN
201603781,5/6/2016,1217,UNAUTHORIZED USE OF VEHICLE,700 BLK ARBORETUM WAY
201603783,5/6/2016,1242,INTIMIDATION,0 BLK COPELAND LN
201653420,5/6/2016,1252,DRUG/NARCOTICS OFFENSES,CHESTNUT AVE / HAMPTON AVE
201653419,5/6/2016,1300,LEAVING THE SCENE,MERCURY BLVD / NEWMARKET DR N
201603785,5/6/2016,1305,LEAVING THE SCENE,100 BLK PELICAN CV
201603784,5/6/2016,1305,FRAUD/FALSE PRETENSES/SWINDLE,11800 BLK JEFFERSON AVE
201653421,5/6/2016,1316,SIMPLE ASSAULT,100 BLK RIVER TRACE WAY
201603787,5/6/2016,1349,LEAVING THE SCENE,12000 BLK JEFFERSON AVE
201603788,5/6/2016,1355,LEAVING THE SCENE,12400 BLK JEFFERSON AVE
201653425,5/6/2016,1405,DRUG/NARCOTICS OFFENSES,800 BLK 21ST ST
201603789,5/6/2016,1408,FRAUD - IMPERSONATE,0 BLK DORSEY RD
201653424,5/6/2016,1409,SIMPLE ASSAULT,500 BLK BELLWOOD RD
201603790,5/6/2016,1514,FRAUD - IMPERSONATE,0 BLK SHOE LN
201603792,5/6/2016,1618,JUVENILE - RUNAWAY,400 BLK SUMMER DR
201603794,5/6/2016,1625,THEFT FROM VEHICLE,100 BLK POINTERS GLN
201603793,5/6/2016,1626,LARCENY,5800 BLK MARSHALL AVE
201653427,5/6/2016,1644,LARCENY,600 BLK J CLYDE MORRIS BLVD
201653426,5/6/2016,1647,JUVENILE - RUNAWAY,0 BLK PAULA DR
201603795,5/6/2016,1654,JUVENILE - RUNAWAY,200 BLK MENCHVILLE RD
201603796,5/6/2016,1715,FRAUD-ILLEGAL USE CREDIT CARD/ATM,400 BLK OYSTER POINT RD
201653431,5/6/2016,1722,AGGRAVATED ASSAULT,100 BLK HULL ST
201653428,5/6/2016,1730,JUVENILE - RUNAWAY,1000 BLK 24TH ST
201653441,5/6/2016,1746,DRUG/NARCOTICS OFFENSES,100 BLK KERLIN RD
201653430,5/6/2016,1900,BURGLARY/B & E,500 BLK BELLWOOD RD
201653434,5/6/2016,1904,SIMPLE ASSAULT,0 BLK MEADOW DR
201653433,5/6/2016,1919,SIMPLE ASSAULT,500 BLK S TRELLIS CT
201653433,5/6/2016,1919,DAMAGE PROPERTY,500 BLK S TRELLIS CT
201653437,5/6/2016,2014,SIMPLE ASSAULT,5800 BLK GREENWAY AVE
201653435,5/6/2016,2030,AGGRAVATED ASSAULT,1400 BLK 16TH ST
201653436,5/6/2016,2032,SHOPLIFTING,12300 BLK JEFFERSON AVE
201653438,5/6/2016,2109,LARCENY,12300 BLK JEFFERSON AVE
201653440,5/6/2016,2202,JUVENILE - RUNAWAY,200 BLK ROTUNDA CIR
201603797,5/6/2016,2206,FRAUD-ILLEGAL USE CREDIT CARD/ATM,12400 BLK JEFFERSON AVE
201653429,5/6/2016,2215,SIMPLE ASSAULT,300 BLK POPLAR AVE
201653443,5/6/2016,2223,DAMAGE PROPERTY,200 BLK LOUISE DR
201653442,5/6/2016,2242,DRUG/NARCOTICS OFFENSES,TABBS LN / WARWICK BLVD
201653442,5/6/2016,2242,WEAPON OFFENSE,TABBS LN / WARWICK BLVD
201603798,5/6/2016,2250,UNAUTHORIZED USE OF VEHICLE,0 BLK SPUR DR
201653445,5/7/2016,0000,SIMPLE ASSAULT,200 BLK N CYPRESS CT
201653444,5/7/2016,0037,"SEX ASSAULT, RAPE",200 BLK TROY DR
201603799,5/7/2016,0141,FORGERY/COUNTERFEITING,5000 BLK MERCURY BLVD
201653446,5/7/2016,0144,DAMAGE PROPERTY,600 BLK ANTRIM DR
201603800,5/7/2016,0309,LEAVING THE SCENE,0 BLK SHIRLEY RD
201603801,5/7/2016,0359,UNAUTHORIZED USE OF VEHICLE,700 BLK TOWN CENTER DR
201653448,5/7/2016,0449,WEAPON OFFENSE,900 BLK 18TH ST
201653448,5/7/2016,0449,AGGRAVATED ASSAULT,900 BLK 18TH ST
201653449,5/7/2016,0838,SIMPLE ASSAULT,10700 BLK JEFFERSON AVE
201653450,5/7/2016,0858,JUVENILE - RUNAWAY,300 BLK POPLAR AVE
201603802,5/7/2016,0924,INTIMIDATION,1200 BLK SPRINGWELL PL
201653451,5/7/2016,0936,JUVENILE - RUNAWAY,11600 BLK WARWICK BLVD
201603803,5/7/2016,0945,THEFT FROM VEHICLE,1800 BLK MARSHALL AVE
201603805,5/7/2016,1116,UNAUTHORIZED USE OF VEHICLE,2500 BLK JEFFERSON AVE
201603806,5/7/2016,1138,UNAUTHORIZED USE OF VEHICLE,7100 BLK ORCUTT AVE
201603807,5/7/2016,1206,LEAVING THE SCENE,12800 BLK JEFFERSON AVE
201603808,5/7/2016,1333,OVERDOSE,200 BLK MADELINE PL
201653455,5/7/2016,1402,INTIMIDATION,1200 BLK 24TH ST
201653454,5/7/2016,1414,SIMPLE ASSAULT,1000 BLK 20TH ST
201653459,5/7/2016,1512,DAMAGE PROPERTY,400 BLK MANOR RD
201653459,5/7/2016,1512,WEAPON OFFENSE,400 BLK MANOR RD
201653456,5/7/2016,1515,AGGRAVATED ASSAULT,800 BLK 24TH ST
201603809,5/7/2016,1515,LARCENY,1200 BLK HAMPTON AVE
201653458,5/7/2016,1546,INTIMIDATION,300 BLK CRITTENDEN LN
201603810,5/7/2016,1628,SHOPLIFTING,12400 BLK JEFFERSON AVE
201653439,5/7/2016,1640,SIMPLE ASSAULT,800 BLK CONNORS DR
201653461,5/7/2016,1643,SIMPLE ASSAULT,0 BLK HERITAGE WAY
201603811,5/7/2016,1807,THEFT FROM BUILDING,900 BLK J CLYDE MORRIS BLVD
201653463,5/7/2016,1835,VEHICLE THEFT,2500 BLK MARSHALL AVE
201653465,5/7/2016,1927,VEH RECOVERY(OUT OF JURIS),1600 BLK PETERSON PL
201653464,5/7/2016,2024,ROBBERY,36TH ST / MADISON AVE
201653466,5/7/2016,2043,ROBBERY,1900 BLK JEFFERSON AVE
201653469,5/7/2016,2046,BURGLARY/B & E,600 BLK 12TH ST
201653469,5/7/2016,2046,INTIMIDATION,600 BLK 12TH ST
201653467,5/7/2016,2052,INTIMIDATION,1600 BLK ROANOKE AVE
201653468,5/7/2016,2200,OVERDOSE,900 BLK TAYLOR AVE
201603812,5/7/2016,2351,JUVENILE - RUNAWAY,100 BLK HIGHLANDS PKWY
201653472,5/8/2016,0033,SIMPLE ASSAULT,300 BLK 61ST ST
201653471,5/8/2016,0040,JUVENILE - RUNAWAY,100 BLK HIGHLANDS PKWY
201653474,5/8/2016,0041,LARCENY,300 BLK MONA DR
201653475,5/8/2016,0103,THEFT FROM VEHICLE,700 BLK MARINERS ROW
201603813,5/8/2016,0105,THEFT FROM VEHICLE,6TH ST / IVY AVE
201653470,5/8/2016,0136,WEAPON OFFENSE,3900 BLK CAMPBELL RD
201653470,5/8/2016,0136,DRUG/NARCOTICS OFFENSES,3900 BLK CAMPBELL RD
201653476,5/8/2016,0139,SIMPLE ASSAULT,3400 BLK WICKHAM AVE
201603814,5/8/2016,0148,VEHICLE THEFT,BEECHMONT DR / WARWICK BLVD
201653477,5/8/2016,0248,BURGLARY/B & E,400 BLK SAVAGE DR
201653477,5/8/2016,0248,WEAPON OFFENSE,400 BLK SAVAGE DR
201653477,5/8/2016,0248,DAMAGE PROPERTY,400 BLK SAVAGE DR
201653478,5/8/2016,0330,TAMPERING WITH AUTO,600 BLK CLAIRE LN
201603815,5/8/2016,0411,THEFT FROM VEHICLE,11700 BLK JEFFERSON AVE
201653479,5/8/2016,0518,INTIMIDATION,6100 BLK JEFFERSON AVE
201603816,5/8/2016,0842,DAMAGE PROPERTY,500 BLK ST JOHNS RD
201603817,5/8/2016,0924,DAMAGE PROPERTY,10500 BLK JEFFERSON AVE
201603818,5/8/2016,0931,LARCENY,700 BLK AUSTIN CT
201653482,5/8/2016,1054,BURGLARY/B & E,3200 BLK MARSHALL AVE
201653483,5/8/2016,1159,SIMPLE ASSAULT,700 BLK ADAMS DR
201653483,5/8/2016,1159,WEAPON OFFENSE,700 BLK ADAMS DR
201653483,5/8/2016,1159,INTIMIDATION,700 BLK ADAMS DR
201603819,5/8/2016,1228,THEFT FROM VEHICLE,100 BLK OSPREY WAY
201603820,5/8/2016,1324,THEFT FROM VEHICLE,1800 BLK MADISON AVE
201653485,5/8/2016,1441,DECEASED PERSON,500 BLK MULLER LN
201653484,5/8/2016,1503,SIMPLE ASSAULT,0 BLK MORRISON AVE
201653487,5/8/2016,1503,TRESPASSING,3400 BLK ORCUTT AVE
201653486,5/8/2016,1514,DRUG/NARCOTICS OFFENSES,12300 BLK JEFFERSON AVE
201653486,5/8/2016,1514,SHOPLIFTING,12300 BLK JEFFERSON AVE
201603822,5/8/2016,1537,INTIMIDATION,1200 BLK 25TH ST
201653488,5/8/2016,1632,OVERDOSE,0 BLK MACIRVIN DR
201653489,5/8/2016,1650,HIT AND RUN,25TH ST / HICKORY AVE
201603823,5/8/2016,1655,LARCENY,800 BLK TAYLOR AVE
201653490,5/8/2016,1739,LARCENY,300 BLK 73RD ST
201653493,5/8/2016,1805,KIDNAP/ABDUCTION,500 BLK KNOLLS DR
201653492,5/8/2016,1805,SHOPLIFTING,12300 BLK JEFFERSON AVE
201653494,5/8/2016,1825,KIDNAP/ABDUCTION,3700 BLK SHERWOOD PL
201653494,5/8/2016,1825,SIMPLE ASSAULT,3700 BLK SHERWOOD PL
201653495,5/8/2016,1843,BURGLARY/B & E,400 BLK THORNCLIFF DR
201653496,5/8/2016,1913,NEGLECT CHILD,12100 BLK JEFFERSON AVE
201653498,5/8/2016,2009,SIMPLE ASSAULT,400 BLK S TRELLIS CT
201653497,5/8/2016,2012,SHOPLIFTING,12100 BLK JEFFERSON AVE
201653499,5/8/2016,2115,LARCENY,6100 BLK JEFFERSON AVE
201653501,5/8/2016,2117,ALL OTHER OFFENSES,1300 BLK 27TH ST
201653500,5/8/2016,2200,DRUG/NARCOTICS OFFENSES,600 BLK J CLYDE MORRIS BLVD
201653500,5/8/2016,2200,FRAUD/FALSE PRETENSES/SWINDLE,600 BLK J CLYDE MORRIS BLVD
201603825,5/8/2016,2201,LEAVING THE SCENE,DENBIGH BLVD / JEFFERSON AVE
201653502,5/8/2016,2308,LARCENY,600 BLK DENBIGH BLVD
201653503,5/8/2016,2314,DAMAGE PROPERTY,2200 BLK MADISON AVE
201653504,5/8/2016,2319,LEAVING THE SCENE,BRICK KILN BLVD / JEFFERSON AVE
201653507,5/8/2016,2333,BURGLARY/B & E,2900 BLK HUNTINGTON AVE
201653506,5/9/2016,0023,SUICIDE,300 BLK HILLTOP DR
201603827,5/9/2016,0202,THEFT FROM VEHICLE,700 BLK DOROTHYS DR
201653508,5/9/2016,0213,DRUG/NARCOTICS OFFENSES,0 BLK S MAPLE CT
201653505,5/9/2016,0444,SIMPLE ASSAULT,800 BLK FORREST DR
201603828,5/9/2016,0455,VEHICLE THEFT,400 BLK COX LNDG
201653510,5/9/2016,0606,SIMPLE ASSAULT,1000 BLK 30TH ST
201603829,5/9/2016,0651,THEFT FROM VEHICLE,100 BLK HIGHLANDS PKWY
201603829,5/9/2016,0651,DAMAGE PROPERTY,100 BLK HIGHLANDS PKWY
201603831,5/9/2016,0731,DAMAGE PROPERTY,100 BLK WHITE STONE CT
201603831,5/9/2016,0731,THEFT FROM VEHICLE,100 BLK WHITE STONE CT
201603832,5/9/2016,0900,INTIMIDATION,200 BLK ROTUNDA CIR
201603833,5/9/2016,0927,VEHICLE THEFT,300 BLK CIRCUIT LN
201653513,5/9/2016,0936,LEAVING THE SCENE,800 BLK LUCAS CREEK RD
201603834,5/9/2016,1014,DAMAGE PROPERTY,5900 BLK ANDREW PL
201653514,5/9/2016,1015,OVERDOSE,600 BLK ELLEN RD
201603835,5/9/2016,1112,DAMAGE PROPERTY,HIGHLANDS PKWY / MILL RUN CT
201603835,5/9/2016,1112,THEFT FROM VEHICLE,HIGHLANDS PKWY / MILL RUN CT
201653515,5/9/2016,1130,FORGERY/COUNTERFEITING,14300 BLK WARWICK BLVD
201603836,5/9/2016,1202,THEFT FROM VEHICLE,300 BLK CHARLES ST
201603837,5/9/2016,1227,THEFT FROM VEHICLE,300 BLK CHARLES ST
201603839,5/9/2016,1300,TAMPERING WITH AUTO,0 BLK BURKE AVE
201603842,5/9/2016,1423,INTIMIDATION,200 BLK 26TH ST
201653519,5/9/2016,1427,INTIMIDATION,600 BLK JEFFERSON AVE
201653516,5/9/2016,1430,JUVENILE - RUNAWAY,800 BLK 22ND ST
201653520,5/9/2016,1451,SIMPLE ASSAULT,OLD DENBIGH BLVD / PALMERTON DR
201653523,5/9/2016,1526,SIMPLE ASSAULT,200 BLK ARBORETUM WAY
201653522,5/9/2016,1536,SIMPLE ASSAULT,300 BLK HIDENWOOD DR
201653524,5/9/2016,1557,SIMPLE ASSAULT,36TH ST / ROANOKE AVE
201603844,5/9/2016,1630,FRAUD - IMPERSONATE,0 BLK GAMBOL ST
201603845,5/9/2016,1654,THEFT FROM VEHICLE,300 BLK THALIA DR
201653525,5/9/2016,1700,SIMPLE ASSAULT,500 BLK ALMOND DR
201653526,5/9/2016,1721,JUVENILE - RUNAWAY,1000 BLK 24TH ST
201603846,5/9/2016,1722,THEFT PARTS FROM VEHICLE,700 BLK 23RD ST
201653527,5/9/2016,1826,WEAPON OFFENSE,400 BLK CHESHIRE CT
201653527,5/9/2016,1826,INTIMIDATION,400 BLK CHESHIRE CT
201603847,5/9/2016,1829,LARCENY,300 BLK ROYAL SPRINGS CT
201603848,5/9/2016,1842,LEAVING THE SCENE,JEFFERSON AVE / OYSTER POINT RD
201603849,5/9/2016,1911,LARCENY,0 BLK TRAVERSE RD
201653530,5/9/2016,1938,SIMPLE ASSAULT,20TH ST / JEFFERSON AVE
201653529,5/9/2016,1953,SIMPLE ASSAULT,21ST ST / WICKHAM AVE
